# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
28-01-21 0:00,Class A,219765000,56.699238,8.224457,Engaged in fishing,0,5.4,177,177,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,265610940,56.044792,12.68789,Under way using engine,0,0,28,68,Unknown,SCDW,PILOT 211 SE,Pilot,,5,17,GPS,,,,AIS,10,7,3,2
28-01-21 0:00,Class A,219005867,57.717322,10.586937,Engaged in fishing,0,0,216.5,306,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219000417,55.058493,10.61997,Unknown value,0,0,199.1,217,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,211611070,54.359782,10.148178,Under way using engine,0,0,2.3,128,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,538007100,56.336592,12.082077,Under way using engine,0.7,12.8,132.4,130,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,211293880,54.68231,8.754073,Under way using engine,,0,0.1,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,373593000,55.066572,14.042118,Under way using engine,0,12.6,245.2,248,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219000827,57.121305,8.601095,Under way using engine,0,0,301.6,324,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,355249000,57.662722,11.145333,Under way using engine,0,14.9,318.4,317,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,212733000,57.527,9.484167,Under way using engine,-1.1,17.1,57,55,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219018172,56.152675,10.253437,Under way using engine,0,0,336.5,22,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,265577480,57.712917,11.690083,Under way using engine,0,0,60.6,266,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,211519000,54.682363,9.992162,Engaged in fishing,0,0,0,277,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,563092500,54.676067,15.393733,Under way using engine,0,13.6,82,86,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,636092048,57.831667,10.881,Under way using engine,6.4,18.1,308,309,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,265571320,57.704693,11.93942,Under way using engine,0,0,98.7,247,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,211190000,54.5657,11.2847,Under way using engine,1.1,14.3,25.8,21,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,249127000,57.026517,8.217957,Under way using engine,0,9,234.5,237,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,265410000,57.659835,11.768927,Under way using engine,21.6,19.1,246.7,250,9125944,SEAN,STENA JUTLANDICA,Passenger,Category OS,33,183,GPS,6,SEGOT>DKFDH>SEGOT,28-01-21 2:10,AIS,30,153,28,5
28-01-21 0:00,Class A,246118000,57.717932,10.587913,Engaged in fishing,,0,246.3,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219023648,56.106792,11.234622,Under way using engine,,15.4,327,324,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,376317000,57.663533,9.006517,Under way using engine,0,9.4,213.2,214,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,538009228,55.419833,14.56015,Under way using engine,0,10.9,219,222,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,273544130,56.436792,11.515085,Under way using engine,0,5,213.9,218,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class B,219004355,91,181,Unknown value,,,,,Unknown,OU7759,B/B PILEN,Tug,,4,17,Undefined,,,,AIS,14,3,2,2
28-01-21 0:00,Class A,265797590,55.867907,12.82361,Under way using engine,,0,,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,258879000,56.798308,10.679735,Under way using engine,0,9.4,35.3,36,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,211519950,56.00581,8.12017,Engaged in fishing,0,0,3.9,333,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,226099000,57.837982,9.54634,Under way using engine,0,12.7,236,236,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219023648,56.106792,11.234622,Under way using engine,,15.4,327,324,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,220352000,55.963367,11.846107,Unknown value,0,0,121.6,101,Unknown,XP4513,WICKI-ALEX,Fishing,,6,16,Internal,2,FISHING,,AIS,14,2,3,3
28-01-21 0:00,Class A,219024000,57.717683,10.586845,Engaged in fishing,0,0,239,129,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,305184000,55.859822,12.835173,Moored,0,0.1,48.1,60,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,211182380,54.795042,9.433127,Unknown value,,0,42,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,211903000,55.937672,10.968348,Under way using engine,-3.6,9.2,225.2,226,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219017895,55.70037,15.066418,Engaged in fishing,0,3.1,353.3,351,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219004275,57.122847,8.59785,Engaged in fishing,0,0,0,148,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,636092817,56.2078,6.880047,Under way using engine,0,11.7,7.4,6,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219001189,55.414633,8.238745,Engaged in fishing,0,3.2,324,324,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219005938,57.121973,8.598847,Engaged in fishing,,0,263.2,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,245258000,54.42908,11.694303,Under way using engine,0,16.6,112.3,113,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219000899,55.781593,11.297717,Under way using engine,0,0,0,139,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,249077000,54.676135,10.929705,Under way using engine,6.4,11.7,123.4,126,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219601000,56.153892,10.666728,Under way using engine,0,0,244,235,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,231024000,55.226227,14.128988,Under way using engine,10,10,272.9,269,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,265610950,55.613705,12.997323,Under way using engine,0,0,108.5,325,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,220304000,56.715722,11.512495,Engaged in fishing,0,0,225.1,282,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,273418960,54.63092,11.37586,Restricted maneuverability,,0.1,277.5,26,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,210350000,55.345783,11.030202,Under way using engine,0,9.9,177.3,177,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,273337270,55.382672,14.637472,Under way using engine,0,12.5,58.1,62,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,211379770,91,181,Under way using engine,0,,,143,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,308701000,57.412325,8.40433,Under way using engine,0,19.4,236,234,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class B,219027249,91,181,Unknown value,,,,,Unknown,XPH5905,PLOMBEN III,Pleasure,,4,20,Undefined,,,,AIS,3,17,2,2
28-01-21 0:00,Class A,219026197,54.856672,10.521728,Under way using engine,0,0,219,25,9861500,OXFY,AEROEXPRESSEN,Passenger,,13,50,GPS,1.9,MARSTAL<>RUDKOEBING,27-01-21 14:40,AIS,27,23,11,2
28-01-21 0:00,Class A,220024000,56.672378,11.894915,Engaged in fishing,0,2.6,207.5,219,Unknown,OU7616,RI158 LYNGVIG,Fishing,,4,16,GPS,2,,,AIS,11,5,2,2
28-01-21 0:00,Class A,566255000,55.656307,15.476725,Under way using engine,0,12.6,61.7,60,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,266000000,55.620063,15.226007,Under way sailing,0,12.4,61.6,59,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,211796430,54.472208,9.03604,Under way using engine,0,0,,256,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219008474,91,181,Unknown value,,,,,Unknown,XP2262,SORAYA H272,Fishing,,4,13,GPS,2,,,AIS,10,3,2,2
28-01-21 0:00,Class A,238252000,57.839215,10.100615,Under way using engine,0,12.4,265,264,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,304219000,56.29544,12.252045,Under way using engine,0,12.4,325.3,328,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,231024000,55.226227,14.128988,Under way using engine,10,10,272.9,269,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219000584,55.879878,11.137562,Under way using engine,0,0,242.5,225,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,220181000,56.004827,8.123218,Engaged in fishing,0,0,155.1,243,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,210061000,55.182273,11.088828,Under way using engine,0,8.4,22.2,19,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,220018000,56.434578,11.99335,Under way using engine,0,10,249,252,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,273370640,54.76801,15.17613,Restricted maneuverability,3.6,0.2,179.1,222,9682423,UBAN4,MURMAN,Other,,18,87,Combined GPS/GLONASS,6.5,OFFSHORE,24-01-21 22:00,AIS,34,53,8,10
28-01-21 0:00,Class A,255805907,55.560647,15.273895,Under way using engine,0,18.1,63.5,62,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219002801,57.720918,10.602363,Unknown value,,0,256.2,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,212255000,54.54501,11.377148,Under way using engine,0,8.8,293.6,293,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,636014189,57.760667,8.8995,Under way using engine,-5.4,12.2,234.6,233,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219014162,57.122442,8.600528,Engaged in fishing,0,0,304.2,148,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219622000,56.03309,12.617208,Under way using engine,0,0,254.7,258,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219138000,56.698043,8.219575,Engaged in fishing,0,0,214.9,336,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219633000,57.120373,8.598592,Engaged in fishing,0,0,220.2,62,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,246883000,55.390767,11.01775,Under way using engine,0,6.7,327.4,329,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219014012,55.475348,8.424293,Under way using engine,0,0,58.5,63,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219578000,54.69855,12.526917,Under way using engine,0,14.2,235.5,236,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,246376000,55.039333,13.834,Restricted maneuverability,,3.7,243,243,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219329000,55.47826,8.42106,Under way using engine,0,0.1,38.9,63,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,235083501,57.90932,8.411162,Under way using engine,0,13.5,241.7,240,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class B,219010246,56.788393,8.875627,Unknown value,,0,319.7,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219001265,55.473182,8.424942,Engaged in fishing,0,,,232,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Base Station,2190049,55.735817,10.918783,Unknown value,,,,,Unknown,,,Undefined,,,,Surveyed,,,,AIS,,,,
28-01-21 0:00,Class A,314455000,57.209967,11.8704,Under way using engine,,10.6,135,143,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,331428000,57.716333,10.585062,Under way using engine,0,0,236.7,237,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,265705100,55.756652,12.903433,Unknown value,,0.1,255.7,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,235103408,55.268723,9.88833,Restricted maneuverability,,0,85.1,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219650000,54.910507,12.887865,Under way using engine,,0.2,341,255,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,209869000,55.335735,13.137252,Under way using engine,,14.7,356.5,359,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,255806366,54.456167,12.1871,Under way using engine,2.2,11.8,217.8,220,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class B,219012459,91,181,Unknown value,,,,,Unknown,OU 3102,,Fishing,,5,15,Undefined,,,,AIS,10,5,2,3
28-01-21 0:00,Class A,209718000,55.214098,12.162157,Moored,0,0,252.1,74,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219009338,54.572415,11.928382,Under way using engine,0,0,319,26,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219019936,54.572618,11.928642,Under way using engine,0,0.1,302.9,229,Unknown,OZFA2,WIND TRANSPORTER,Cargo,,6,25,GPS,2,GEDSER,27-01-21 16:30,AIS,11,14,3,3
28-01-21 0:00,Class A,304080887,54.830787,12.975498,Under way using engine,0,15,249.5,250,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219012162,54.535217,12.255483,Under way using engine,0,6.8,260.1,264,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,265011000,54.674073,13.070922,Under way using engine,0,7.9,249,249,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219016555,54.876033,11.0287,Under way using engine,0,0,248,248,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,255803560,54.438508,12.221442,Under way using engine,0,11.3,36.5,34,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,265708000,57.64551,11.85809,Under way using engine,0,0.1,212.9,107,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219026000,55.421872,12.382045,Under way using engine,0,15.5,101,100,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,266139000,56.781767,12.02521,Engaged in fishing,,2.1,16.1,10,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,273392360,54.73628,15.103342,Restricted maneuverability,0,0.2,287.7,199,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,538008651,56.581855,12.194943,Under way using engine,0,12.7,167.1,164,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219002827,57.717468,10.587312,Under way using engine,0,0,246.7,130,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,211445220,54.152633,9.374522,Under way using engine,,0,0,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,258407000,55.250603,13.572885,Under way using engine,0,9.3,275.1,272,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219002047,57.593178,9.957397,Engaged in fishing,0,0,237.5,43,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,273390790,55.36531,12.687,Under way using engine,,8.5,6.1,5,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,273363000,54.560807,10.601497,Under way using engine,2.9,8.3,81.1,82,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,230007000,56.085948,12.604887,Under way using engine,0,17.1,312.1,313,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219016683,56.803882,9.02337,Under way using engine,0,0,219.3,230,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219000771,55.471773,8.424147,Under way using engine,0,0,271,177,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219001431,54.999207,9.671145,Under way using engine,0,0,243,229,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,AtoN,992651010,55.884242,12.759092,Unknown value,,,,,Unknown,,STAFFANSBANK EAST,Undefined,,2,2,Surveyed,,,,AIS,1,1,1,1
28-01-21 0:00,Class A,219000543,57.321095,11.12442,Under way using engine,0,0,243.2,86,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219024702,55.9637,11.843393,Under way using engine,,0,259.5,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,248275000,56.071522,6.960113,Under way using engine,0,11,216.7,214,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,220256000,57.495753,10.501755,Under way using engine,0,0,228.1,136,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,AtoN,992651016,55.62406,12.99018,Unknown value,,,,,Unknown,,IH 2,Undefined,,,,Surveyed,,,,AIS,,,,
28-01-21 0:00,Class A,219018636,56.000883,8.12289,Engaged in fishing,,0,,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219002686,56.795213,8.864078,Under way using engine,,0,,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219004203,56.621717,11.829217,Engaged in fishing,,2.5,195.1,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,265808520,57.771995,11.619102,Unknown value,0,0,140.1,51,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,255806081,54.739408,15.616182,Under way using engine,0,16.5,259.5,260,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,305979000,57.148018,11.614908,Under way using engine,0,14.8,162.3,160,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219026558,57.428625,10.502958,Under way using engine,,0,172.2,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,211783270,54.582267,10.026092,Under way using engine,0,0,,126,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219018526,91,181,Unknown value,,,,,9553579,OWDS,JEPPE JENSEN II,Tug,,7,19,GPS,2.9,DK-VEJLE,18-06-21 18:00,AIS,7,12,4,3
28-01-21 0:00,AtoN,992651006,55.91,12.741667,Unknown value,,,,,Unknown,,M8 VEN,Undefined,,,,Surveyed,,,,AIS,,,,
28-01-21 0:00,Class A,220307000,56.616073,11.879123,Under way using engine,,2.7,357.3,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,266343000,55.699888,10.807603,Under way using engine,0,17.6,3.2,3,9235517,SJLB,STENA SCANDINAVICA,Passenger,No additional information,30,243,GPS,6,SEGOT>DEKIEL>SEGOT,28-01-21 8:15,AIS,24,219,10,20
28-01-21 0:00,Class A,258523000,58.033193,9.666628,Under way using engine,,6.7,39.1,32,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,273450080,54.636297,11.389727,Restricted maneuverability,,0.1,250.1,21,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,356651000,55.62341,12.997123,Under way using engine,0,0,159.1,84,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,232020276,56.202792,7.389583,Under way using engine,,5.8,92.5,92,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,538005261,57.836708,10.22351,Under way using engine,0.2,11.6,257.9,257,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219024175,55.516182,10.569998,Under way using engine,0,0,138.1,212,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219003406,56.413902,10.922802,Under way using engine,,0.1,50.5,277,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,331114000,55.059508,10.620602,Under way using engine,0,0,0,128,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,257086660,55.847692,10.83841,Under way using engine,1.6,13.5,222,219,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,265759020,55.675642,13.058597,Unknown value,,0,249.3,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219011857,55.88055,11.136538,Under way using engine,,0,,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219000605,55.460683,8.440467,Unknown value,0,0.1,249.9,266,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,211403000,54.12625,8.862698,Engaged in fishing,0,0,255,229,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
28-01-21 0:00,Class A,219005583,57.848947,9.788532,Engaged in fishing,0,0.9,179,102,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
